cluster,problema,sintoma,solucao
0,suportes do motor danificados,carro vibra ao acelerar,realizar a troca suportes do motor
0,suportes do motor danificados,carro vibra ao acelerar com barulho,substituir suportes do motor
0,suportes do motor danificados,carro vibra ao acelerar com barulho,trocar suportes do motor
0,suportes do motor danificados,carro vibra ao acelerar com barulho,realizar a troca suportes do motor
0,suportes do motor danificados,carro vibra ao acelerar e vibração,substituir suportes do motor
0,suportes do motor danificados,carro vibra ao acelerar e vibração,trocar suportes do motor
0,suportes do motor danificados,carro vibra ao acelerar e vibração,realizar a troca suportes do motor
0,suspensão danificada,direcao desalinhada,alinhar a suspensão
0,suspensão danificada,direcao desalinhada com barulho,alinhar a suspensão
0,suspensão danificada,direcao desalinhada e vibração,alinhar a suspensão
0,termostato com defeito,luz de alta temperatura acesa,substituir o termostato
0,termostato com defeito,luz de alta temperatura acesa,trocar o termostato
0,termostato com defeito,luz de alta temperatura acesa,realizar a troca o termostato
0,termostato com defeito,luz de alta temperatura acesa com barulho,substituir o termostato
0,termostato com defeito,luz de alta temperatura acesa com barulho,trocar o termostato
0,termostato com defeito,luz de alta temperatura acesa com barulho,realizar a troca o termostato
0,termostato com defeito,luz de alta temperatura acesa e vibração,substituir o termostato
0,termostato com defeito,luz de alta temperatura acesa e vibração,trocar o termostato
0,termostato com defeito,luz de alta temperatura acesa e vibração,realizar a troca o termostato
0,termostato com defeito,ar quente não sai,substituir termostato
0,termostato com defeito,ar quente não sai,trocar termostato
0,termostato com defeito,ar quente não sai,realizar a troca termostato
0,termostato com defeito,ar quente não sai com barulho,substituir termostato
0,termostato com defeito,ar quente não sai com barulho,trocar termostato
0,termostato com defeito,ar quente não sai com barulho,realizar a troca termostato
0,termostato com defeito,ar quente não sai e vibração,substituir termostato
0,termostato com defeito,ar quente não sai e vibração,trocar termostato
0,termostato com defeito,ar quente não sai e vibração,realizar a troca termostato
0,transmissão com problema,barulho de estalo ao acelerar,verificar e reparar transmissão
0,transmissão com problema,barulho de estalo ao acelerar com barulho,verificar e reparar transmissão
0,transmissão com problema,barulho de estalo ao acelerar e vibração,verificar e reparar transmissão
0,vazamento no sistema de combustivel,cheiro de gasolina,reparar vazamento
0,vazamento no sistema de combustivel,cheiro de gasolina com barulho,reparar vazamento
0,vazamento no sistema de combustivel,cheiro de gasolina e vibração,reparar vazamento
0,vazamento no sistema de combustível,cheiro de combustível forte,reparar vazamento
0,vazamento no sistema de combustível,cheiro de combustível forte com barulho,reparar vazamento
0,vazamento no sistema de combustível,cheiro de combustível forte e vibração,reparar vazamento
0,vazamento no sistema de refrigerante,luz de sistema de arrefecimento acesa,reparar vazamento
0,vazamento no sistema de refrigerante,luz de sistema de arrefecimento acesa com barulho,reparar vazamento
0,vazamento no sistema de refrigerante,luz de sistema de arrefecimento acesa e vibração,reparar vazamento
0,vedacao do motor com vazamento,carro perdendo óleo,substituir vedacoes
0,vedacao do motor com vazamento,carro perdendo óleo,trocar vedacoes
0,vedacao do motor com vazamento,carro perdendo óleo,realizar a troca vedacoes
0,vedacao do motor com vazamento,carro perdendo óleo com barulho,substituir vedacoes
0,vedacao do motor com vazamento,carro perdendo óleo com barulho,trocar vedacoes
0,vedacao do motor com vazamento,carro perdendo óleo com barulho,realizar a troca vedacoes
0,vedacao do motor com vazamento,carro perdendo óleo e vibração,substituir vedacoes
0,vedacao do motor com vazamento,carro perdendo óleo e vibração,trocar vedacoes
0,vedacao do motor com vazamento,carro perdendo óleo e vibração,realizar a troca vedacoes
0,velas de ignicao gastas,motor engasgando,trocar as velas de ignicao
0,velas de ignicao gastas,motor engasgando com barulho,trocar as velas de ignicao
0,velas de ignicao gastas,motor engasgando e vibração,trocar as velas de ignicao
0,válvula de controle de marcha lenta,motor falhando em alta rotação,verificar e substituir válvula
0,válvula de controle de marcha lenta,motor falhando em alta rotação,verificar e trocar válvula
0,válvula de controle de marcha lenta,motor falhando em alta rotação,verificar e realizar a troca válvula
0,válvula de controle de marcha lenta,motor falhando em alta rotação com barulho,verificar e substituir válvula
0,válvula de controle de marcha lenta,motor falhando em alta rotação com barulho,verificar e trocar válvula
0,válvula de controle de marcha lenta,motor falhando em alta rotação com barulho,verificar e realizar a troca válvula
0,válvula de controle de marcha lenta,motor falhando em alta rotação e vibração,verificar e substituir válvula
0,válvula de controle de marcha lenta,motor falhando em alta rotação e vibração,verificar e trocar válvula
0,válvula de controle de marcha lenta,motor falhando em alta rotação e vibração,verificar e realizar a troca válvula
